reviews,category_sentiment,category,sentiment,room
"kecewa bgt air mati udh gth asin, kamar kotor sprei jg kayanya gak dicuci, kmr mandi gak terawat bgt. tv gak ada gambar!gak lagi lagi",kebersihan-neg,kebersihan,neg,Twin
"kecewa bgt air mati udh gth asin, kamar kotor sprei jg kayanya gak dicuci, kmr mandi gak terawat bgt. tv gak ada gambar!gak lagi lagi",tv_P1-neg,tv_P1,neg,Twin
ga ada snack dan colokan nya,linen_P1-neg,linen_P1,neg,Deluxe
"Lumayan lah untuk nginap sehari, cuma snack yg biasanya ada di foto ndak ada.",linen_P1-neg,linen_P1,neg,Deluxe
"check in diatas jam 12 gada org, cuma d pandu lewat telfon. dapet kamar yg AC nya ga dingin. ga di siapin air sma snack.",service-neg,service,neg,Superior
"check in diatas jam 12 gada org, cuma d pandu lewat telfon. dapet kamar yg AC nya ga dingin. ga di siapin air sma snack.",ac_P1-neg,ac_P1,neg,Double
"check in diatas jam 12 gada org, cuma d pandu lewat telfon. dapet kamar yg AC nya ga dingin. ga di siapin air sma snack.",linen_P1-neg,linen_P1,neg,Twin
Perlengkapan mandi & Snack Airyroom gak ada. Gak dapat sarapan. Harga tetap sama,linen_P1-neg,linen_P1,neg,Deluxe
Perlengkapan mandi & Snack Airyroom gak ada. Gak dapat sarapan. Harga tetap sama,sunrise_meal_P1-neg,sunrise_meal_P1,neg,Superior
"koq gak ada lagi fasilitas airy di kamar seperti snack, dll",linen_P1-neg,linen_P1,neg,Double
"Pelayanan baik, AC kurang dingin.",service-pos,service,pos,Twin
"Pelayanan baik, AC kurang dingin.",ac_P1-neg,ac_P1,neg,Superior
"kamar cukup baik, hanya sayangnya sinyal hp khususnya telkomsel jadi menghilang ketika masuk kamar, wifi jg tdk aktif",wifi_P1-neg,wifi_P1,neg,Single
"Kamar bau, handuk kotor, WC bau",bau_P1-neg,bau_P1,neg,Superior
"Kamar bau, handuk kotor, WC bau",linen_P1-neg,linen_P1,neg,Double
"Kamar bau, handuk kotor, WC bau",kebersihan-neg,kebersihan,neg,Twin
"Lampu tidur di kamar 304 tolong di perbaiki, olh kemaren nginap lampu nya mati, gk kaya kamar no 201, lampu nya bisa hidup,  dan kekurangan di kamar 201, air panas nya gk berfungsi,...  Sekian (:",air_panas_P1-neg,air_panas_P1,neg,Suite
"kamarnya luas, fasilitas lumayan,wifinya kurang lancar,air kamar mandi kurang lancar apalagi penghangat tdk bs difungsikan... perlu ada perbaikan laah,smoga kedepannya lebih baik dan memuaskan... Trimakasih",wifi_P1-neg,wifi_P1,neg,Single
"kamarnya luas, fasilitas lumayan,wifinya kurang lancar,air kamar mandi kurang lancar apalagi penghangat tdk bs difungsikan... perlu ada perbaikan laah,smoga kedepannya lebih baik dan memuaskan... Trimakasih",air_panas_P1-neg,air_panas_P1,neg,Twin
"Banyak kecoa, layar TV berwarna hijau, AC berisik.",kebersihan-neg,kebersihan,neg,Suite
"Banyak kecoa, layar TV berwarna hijau, AC berisik.",tv_P1-neg,tv_P1,neg,Deluxe
"Banyak kecoa, layar TV berwarna hijau, AC berisik.",ac_P1-neg,ac_P1,neg,Single
"Pelayanan sangat baik dan berkesan, konsep hotel sangat kekinian, hanya saja bed cover kamar berbau apek.",service-pos,service,pos,Double
"Pelayanan sangat baik dan berkesan, konsep hotel sangat kekinian, hanya saja bed cover kamar berbau apek.",linen_P1-neg,linen_P1,neg,Double
"bagus, tp sprei agak kotor",linen_P1-neg,linen_P1,neg,Deluxe
"bagus, tp sprei agak kotor",kebersihan-neg,kebersihan,neg,Deluxe
"Wifi gabisa, air baukkkkk, :'(((((",wifi_P1-neg,wifi_P1,neg,Double
"Kebersihan sangat buruk, kamar mandi berbau, dan sprei seperti tidak pernah diganti.",kebersihan-neg,kebersihan,neg,Superior
"Kebersihan sangat buruk, kamar mandi berbau, dan sprei seperti tidak pernah diganti.",bau_P1-neg,bau_P1,neg,Single
"Kebersihan sangat buruk, kamar mandi berbau, dan sprei seperti tidak pernah diganti.",linen_P1-neg,linen_P1,neg,Deluxe
"air panasnya kurang berfungsi, padahal anak sy mau mandi air panas karna udara di lembang sangat dingin",air_panas_P1-neg,air_panas_P1,neg,Superior
"bersih, mudah ditemukan, cari makanan mudah, palingan air panasnya aja susah diatur. ruangannya bau juga.",kebersihan-pos,kebersihan,pos,Suite
"bersih, mudah ditemukan, cari makanan mudah, palingan air panasnya aja susah diatur. ruangannya bau juga.",air_panas_P1-neg,air_panas_P1,neg,Twin
"bersih, mudah ditemukan, cari makanan mudah, palingan air panasnya aja susah diatur. ruangannya bau juga.",bau_P1-neg,bau_P1,neg,Deluxe
"pelayanan bagus, kamar bersih. namun bekas makanan dari tamu sebelumny tidak dibuang malah di sembunyikan di lemari yang teraedia jadi terkesan zonk.",service-pos,service,pos,Single
"pelayanan bagus, kamar bersih. namun bekas makanan dari tamu sebelumny tidak dibuang malah di sembunyikan di lemari yang teraedia jadi terkesan zonk.",kebersihan-neg,kebersihan,neg,Superior
air panasnya tidak berfungsi dengan baik..,air_panas_P1-neg,air_panas_P1,neg,Twin
"secara umum, harga, pelayanan dan fasilitas, semuanya memuaskan. kecuali untuk kamar mandi, kacanya perlu diganti dan kebersihan areal tidur perlu ditingkatkan (saya menjumpai sedikit pasir di plastik pembungkus springbed. terima kasih ghb3 dan airy :)",general-pos,general,pos,Twin
"secara umum, harga, pelayanan dan fasilitas, semuanya memuaskan. kecuali untuk kamar mandi, kacanya perlu diganti dan kebersihan areal tidur perlu ditingkatkan (saya menjumpai sedikit pasir di plastik pembungkus springbed. terima kasih ghb3 dan airy :)",kebersihan-neg,kebersihan,neg,Double
"secara umum, harga, pelayanan dan fasilitas, semuanya memuaskan. kecuali untuk kamar mandi, kacanya perlu diganti dan kebersihan areal tidur perlu ditingkatkan (saya menjumpai sedikit pasir di plastik pembungkus springbed. terima kasih ghb3 dan airy :)",linen_P1-neg,linen_P1,neg,Suite
"kamar besar.bersih.nyaman,staf nya ramah2.sopan.letak strategis.nilai kurangnya ada di air panas yg tidak menyala.kalopun menyala cuman bbrp menit seterusnya air dingin yg keluar dan colokan listrik yg terbatas.",kebersihan-pos,kebersihan,pos,Single
"kamar besar.bersih.nyaman,staf nya ramah2.sopan.letak strategis.nilai kurangnya ada di air panas yg tidak menyala.kalopun menyala cuman bbrp menit seterusnya air dingin yg keluar dan colokan listrik yg terbatas.",service-pos,service,pos,Single
"kamar besar.bersih.nyaman,staf nya ramah2.sopan.letak strategis.nilai kurangnya ada di air panas yg tidak menyala.kalopun menyala cuman bbrp menit seterusnya air dingin yg keluar dan colokan listrik yg terbatas.",air_panas_P1-neg,air_panas_P1,neg,Twin
"air mandinya sedikit bau,,",-ignored-,,ignored,Single
"Buruk, Fasilitas tidak lengkap, Handuk Kurang, Snack tidak ada.",linen_P1-neg,linen_P1,neg,Twin
"semuanya bagus, terutama karena AC-nya pake sharp plasmacluster, jadi udaranya bersih.. semuanya bersih.. tapi pas saya nginep, snack dari pihak Airy belom dateng katanya..",general-pos,general,pos,Deluxe
"semuanya bagus, terutama karena AC-nya pake sharp plasmacluster, jadi udaranya bersih.. semuanya bersih.. tapi pas saya nginep, snack dari pihak Airy belom dateng katanya..",ac_P1-pos,ac_P1,pos,Double
"semuanya bagus, terutama karena AC-nya pake sharp plasmacluster, jadi udaranya bersih.. semuanya bersih.. tapi pas saya nginep, snack dari pihak Airy belom dateng katanya..",kebersihan-pos,kebersihan,pos,Superior
"semuanya bagus, terutama karena AC-nya pake sharp plasmacluster, jadi udaranya bersih.. semuanya bersih.. tapi pas saya nginep, snack dari pihak Airy belom dateng katanya..",linen_P1-neg,linen_P1,neg,Twin
"kamar mandi kurang bersih terlebih closet duduknya, air kurang deras. sepatu sendal tidak bisa dipakai masuk. sprei untuk kamar twin tidak seragam. ",kebersihan-neg,kebersihan,neg,Double
"kamar mandi kurang bersih terlebih closet duduknya, air kurang deras. sepatu sendal tidak bisa dipakai masuk. sprei untuk kamar twin tidak seragam. ",linen_P1-neg,linen_P1,neg,Suite
"Kebersihan toilet minta lebih diperhatikan, air berbau, shower berkarat. Selebihnya pelayanan kira baik.",kebersihan-neg,kebersihan,neg,Superior
"Kebersihan toilet minta lebih diperhatikan, air berbau, shower berkarat. Selebihnya pelayanan kira baik.",service-pos,service,pos,Suite
"Bersih, pelayanan ramah, ac cukup dingin, tema ruangan kejawen, kamar agak gelap, signal wifi tidak sampai dalam kamar, ada restoran jadi bisa sarapan disini... Overall sih okelah hotelnya.",kebersihan-pos,kebersihan,pos,Single
"Bersih, pelayanan ramah, ac cukup dingin, tema ruangan kejawen, kamar agak gelap, signal wifi tidak sampai dalam kamar, ada restoran jadi bisa sarapan disini... Overall sih okelah hotelnya.",service-pos,service,pos,Deluxe
"Bersih, pelayanan ramah, ac cukup dingin, tema ruangan kejawen, kamar agak gelap, signal wifi tidak sampai dalam kamar, ada restoran jadi bisa sarapan disini... Overall sih okelah hotelnya.",ac_P1-pos,ac_P1,pos,Deluxe
"Bersih, pelayanan ramah, ac cukup dingin, tema ruangan kejawen, kamar agak gelap, signal wifi tidak sampai dalam kamar, ada restoran jadi bisa sarapan disini... Overall sih okelah hotelnya.",wifi_P1-neg,wifi_P1,neg,Twin
"Bersih, pelayanan ramah, ac cukup dingin, tema ruangan kejawen, kamar agak gelap, signal wifi tidak sampai dalam kamar, ada restoran jadi bisa sarapan disini... Overall sih okelah hotelnya.",general-pos,general,pos,Suite
"Kamarnya rapi cuma seprei sepertinya sudah lama tidak dicuci, pas tidur gatal-gatal, AC kurang dingin, saluran kamar mandinya mangap.",linen_P1-neg,linen_P1,neg,Superior
"Kamarnya rapi cuma seprei sepertinya sudah lama tidak dicuci, pas tidur gatal-gatal, AC kurang dingin, saluran kamar mandinya mangap.",ac_P1-neg,ac_P1,neg,Superior
"pelayanan nya kurang baik, tidak ramah.bagi yg mau menginap disana disarankan untuk meminta fasilitas yg dijanjikan di awal check in. hati hati kena semprot. kemarin saya kena semprot gara gara nagih fasilitas yg seharusnya diberikan.",service-neg,service,neg,Double
"Untuk pemesanan kamar dihari pertama di kamar melati dan dahlia (2 kamar) perlu dibenahi untuk kesiapan water heater karena kadang tidak berfungsi.  Ember dan gayung yang dipakai untuk mandi mohon agar diperhatikan kebersihannya. Untuk pada kamar melati AC tidak dingin dan mengeluarkan bau tidak sedap, sehingga tidak dipakai.",air_panas_P1-neg,air_panas_P1,neg,Single
"Untuk pemesanan kamar dihari pertama di kamar melati dan dahlia (2 kamar) perlu dibenahi untuk kesiapan water heater karena kadang tidak berfungsi.  Ember dan gayung yang dipakai untuk mandi mohon agar diperhatikan kebersihannya. Untuk pada kamar melati AC tidak dingin dan mengeluarkan bau tidak sedap, sehingga tidak dipakai.",ac_P1-neg,ac_P1,neg,Double
"Untuk pemesanan kamar dihari pertama di kamar melati dan dahlia (2 kamar) perlu dibenahi untuk kesiapan water heater karena kadang tidak berfungsi.  Ember dan gayung yang dipakai untuk mandi mohon agar diperhatikan kebersihannya. Untuk pada kamar melati AC tidak dingin dan mengeluarkan bau tidak sedap, sehingga tidak dipakai.",bau_P1-neg,bau_P1,neg,Deluxe
"Pelayanan sangat ramah. Saya datang sebelum waktu check in dan diijinkan untuk tetap masuk karena kebetulan memang ada kamar kosong. Terimakasih Untuk pelayanannya, sy tidak mendapatkan fasilitas airy room seperti peralatan mandi, air mineral atau snack. Pintu kamar mandi dan shower sedikit rusak",service-pos,service,pos,Superior
"Pelayanan sangat ramah. Saya datang sebelum waktu check in dan diijinkan untuk tetap masuk karena kebetulan memang ada kamar kosong. Terimakasih Untuk pelayanannya, sy tidak mendapatkan fasilitas airy room seperti peralatan mandi, air mineral atau snack. Pintu kamar mandi dan shower sedikit rusak",linen_P1-neg,linen_P1,neg,Twin
pesanan kapuas dharma 2 dipindahkan ke kamar di kapuas dharma 1. AC tidak berfungsi dengan baik. Kamar yg diberikan jorok dan kotor ( ditemukan beberapa kecoak ). akhirnya saya dan istri pada malam itu juga langsung check out. sungguh mengecewakan.,ac_P1-neg,ac_P1,neg,Suite
pesanan kapuas dharma 2 dipindahkan ke kamar di kapuas dharma 1. AC tidak berfungsi dengan baik. Kamar yg diberikan jorok dan kotor ( ditemukan beberapa kecoak ). akhirnya saya dan istri pada malam itu juga langsung check out. sungguh mengecewakan.,kebersihan-neg,kebersihan,neg,Double
AC nya kurang dingin,ac_P1-neg,ac_P1,neg,Single
"kamar nya terlihat seram,lampu nya redup ,pesan 2 kamar karna ber 4 ,tetapi satu kamar nya di kosongin karna takut suasana nya menyeramkan ,seprai bau ,kasur keras ,pegawai nya cuek ,",linen_P1-neg,linen_P1,neg,Deluxe
"kamar nya terlihat seram,lampu nya redup ,pesan 2 kamar karna ber 4 ,tetapi satu kamar nya di kosongin karna takut suasana nya menyeramkan ,seprai bau ,kasur keras ,pegawai nya cuek ,",service-neg,service,neg,Superior
"Suasananta nyaman, bersih, semuanya sesuai standar Airy, pelayanannya ramah, & makanannya enak.. Untuk wifinya tidak bisa masuk sampai kamar, tidak ada dispenser di luar kamar jika ingin minum kopi/teh..",kebersihan-pos,kebersihan,pos,Deluxe
"Suasananta nyaman, bersih, semuanya sesuai standar Airy, pelayanannya ramah, & makanannya enak.. Untuk wifinya tidak bisa masuk sampai kamar, tidak ada dispenser di luar kamar jika ingin minum kopi/teh..",service-pos,service,pos,Deluxe
"Suasananta nyaman, bersih, semuanya sesuai standar Airy, pelayanannya ramah, & makanannya enak.. Untuk wifinya tidak bisa masuk sampai kamar, tidak ada dispenser di luar kamar jika ingin minum kopi/teh..",sunrise_meal_P1-pos,sunrise_meal_P1,pos,Superior
"Suasananta nyaman, bersih, semuanya sesuai standar Airy, pelayanannya ramah, & makanannya enak.. Untuk wifinya tidak bisa masuk sampai kamar, tidak ada dispenser di luar kamar jika ingin minum kopi/teh..",wifi_P1-neg,wifi_P1,neg,Suite
Kebersiha kamar dan toilet mohon ditingkatkan,kebersihan-neg,kebersihan,neg,Suite
lampu kamar redup..sower mati..seprai kotor,linen_P1-neg,linen_P1,neg,Twin
lampu kamar redup..sower mati..seprai kotor,kebersihan-neg,kebersihan,neg,Twin
"Lokasi bagus, tanpa WiFi, sarapan tidak on time dan berebut meja makan, AC berisik, sedikit berdebu.",wifi_P1-neg,wifi_P1,neg,Single
"Lokasi bagus, tanpa WiFi, sarapan tidak on time dan berebut meja makan, AC berisik, sedikit berdebu.",sunrise_meal_P1-neg,sunrise_meal_P1,neg,Suite
"Lokasi bagus, tanpa WiFi, sarapan tidak on time dan berebut meja makan, AC berisik, sedikit berdebu.",ac_P1-neg,ac_P1,neg,Double
"Lokasi bagus, tanpa WiFi, sarapan tidak on time dan berebut meja makan, AC berisik, sedikit berdebu.",kebersihan-neg,kebersihan,neg,Single
"Tidak disediakan perlengkapan mandi seperti yang terlihat difoto. pesan kamar yang double tapi di kasih yang twin. selimutnya sangat tipis dan kecil. petugas sangat tidak ramah. tapi kamar bersih, luas dan tenang. ",linen_P1-neg,linen_P1,neg,Suite
"Tidak disediakan perlengkapan mandi seperti yang terlihat difoto. pesan kamar yang double tapi di kasih yang twin. selimutnya sangat tipis dan kecil. petugas sangat tidak ramah. tapi kamar bersih, luas dan tenang. ",service-neg,service,neg,Deluxe
"Tidak disediakan perlengkapan mandi seperti yang terlihat difoto. pesan kamar yang double tapi di kasih yang twin. selimutnya sangat tipis dan kecil. petugas sangat tidak ramah. tapi kamar bersih, luas dan tenang. ",kebersihan-pos,kebersihan,pos,Deluxe
"Kamar baik,  fasilitas semua berfungsi, tempat strategis dan dekat alun alun kota malang. tinggal menjaga kebersihan kamar dan resepsionis.",kebersihan-neg,kebersihan,neg,Single
"Kamar baik,  fasilitas semua berfungsi, tempat strategis dan dekat alun alun kota malang. tinggal menjaga kebersihan kamar dan resepsionis.",service-neg,service,neg,Twin
Air minum tidak tersedia di kamar seperti yang ditawarkan. Spray closet airnya tidak maksimal. Alamat di google maps tidak sesuai dengan aslinya. Dan yang terakhir pelayanan sama sekali tidak ramah.,linen_P1-neg,linen_P1,neg,Double
Air minum tidak tersedia di kamar seperti yang ditawarkan. Spray closet airnya tidak maksimal. Alamat di google maps tidak sesuai dengan aslinya. Dan yang terakhir pelayanan sama sekali tidak ramah.,service-neg,service,neg,Superior
dekat ke mall ratu indah tetapi pelayanan kurang memuaskan,service-neg,service,neg,Superior
"Harua ditingkatkan lagi, Dapat kamar yg kurang nyaman. Air mati, byk nyamuk, tdk ada air panas.",air_panas_P1-neg,air_panas_P1,neg,Deluxe
"baik, tapi air panasnya kurang kerja",air_panas_P1-neg,air_panas_P1,neg,Superior
ACnya mengeluarkan bau asam,ac_P1-neg,ac_P1,neg,Single
secara keseluruhan ok. hanya saja di bagian tv kualitas gambar banyak kabur. dan wifi yg sering putus. tapi dari pelayanan dan kebersihan kamar oke punya.,general-pos,general,pos,Single
secara keseluruhan ok. hanya saja di bagian tv kualitas gambar banyak kabur. dan wifi yg sering putus. tapi dari pelayanan dan kebersihan kamar oke punya.,tv_P1-neg,tv_P1,neg,Double
secara keseluruhan ok. hanya saja di bagian tv kualitas gambar banyak kabur. dan wifi yg sering putus. tapi dari pelayanan dan kebersihan kamar oke punya.,wifi_P1-neg,wifi_P1,neg,Double
secara keseluruhan ok. hanya saja di bagian tv kualitas gambar banyak kabur. dan wifi yg sering putus. tapi dari pelayanan dan kebersihan kamar oke punya.,service-pos,service,pos,Single
secara keseluruhan ok. hanya saja di bagian tv kualitas gambar banyak kabur. dan wifi yg sering putus. tapi dari pelayanan dan kebersihan kamar oke punya.,kebersihan-pos,kebersihan,pos,Superior
"WC dalam kamarnya bau krn exhaust kayanya salah posisi, harusnya menyedot udara kmr mandi malah nyemprot ke dalam. kran air wastafel mau copot. lainnya sdh bagus sesai harga",bau_P1-neg,bau_P1,neg,Double
"WC dalam kamarnya bau krn exhaust kayanya salah posisi, harusnya menyedot udara kmr mandi malah nyemprot ke dalam. kran air wastafel mau copot. lainnya sdh bagus sesai harga",general-pos,general,pos,Double
"kolam renang tidak ada airnya, westafel bocor dan ketika di komplain si pegawai malah marah2 dan juga bentak2 tamu, pegawai tidak ada yang bertugas di lobby",service-neg,service,neg,Suite
"seprei bersih warna kayak kotor, shower air hangat ada yang bisa ada yang tidak dan kayak udah agak rusak, dinding mengelupas",linen_P1-neg,linen_P1,neg,Twin
"seprei bersih warna kayak kotor, shower air hangat ada yang bisa ada yang tidak dan kayak udah agak rusak, dinding mengelupas",air_panas_P1-neg,air_panas_P1,neg,Single
kamar mandinya tidak terpelihara dan berbau tidak sedap..... ?,bau_P1-neg,bau_P1,neg,Single
kamar mandi kurang bersih...,kebersihan-neg,kebersihan,neg,Twin
"Lampu mati, ruangan bau, internet tidak jalan :(",bau_P1-neg,bau_P1,neg,Twin
"Lampu mati, ruangan bau, internet tidak jalan :(",wifi_P1-neg,wifi_P1,neg,Double
Kamar berbau. AC tidak berfungsi.,bau_P1-neg,bau_P1,neg,Superior
Kamar berbau. AC tidak berfungsi.,ac_P1-neg,ac_P1,neg,Single
"Lokasinya strategis tapi kamarnya kurang memuaskan dari pintu yang sudah rusak, banyaknya puntung rokok di area dalam hotel,  kurang bersih dan rapi.",kebersihan-neg,kebersihan,neg,Deluxe
"Dikamar single bed, kasurnya keras, kamar bau apek, tidak ada penyegar ruangan, tidak ada keset. Terpaksa beli keset dan penyegar ruangan sendiri. Penjaga rumah kurang ramah.",linen_P1-neg,linen_P1,neg,Suite
"Dikamar single bed, kasurnya keras, kamar bau apek, tidak ada penyegar ruangan, tidak ada keset. Terpaksa beli keset dan penyegar ruangan sendiri. Penjaga rumah kurang ramah.",bau_P1-neg,bau_P1,neg,Superior
"Dikamar single bed, kasurnya keras, kamar bau apek, tidak ada penyegar ruangan, tidak ada keset. Terpaksa beli keset dan penyegar ruangan sendiri. Penjaga rumah kurang ramah.",service-neg,service,neg,Superior
airy memang tak pernah mengecewakan tapi kok kali ini gak dapet snack-nya ya 🙄,linen_P1-neg,linen_P1,neg,Suite
Kamar mandi bau dan pintu kamar mandi rusak... Tidak sesuai di gambar iklan,bau_P1-neg,bau_P1,neg,Single
sangat mengecewakan dari segi pelayanan karyawan sampe fasilitas yang katanya kolam renang tapi ternyata gak ada airnya dan sebagainya,service-neg,service,neg,Superior
air panas ga ada. kamar lembab kasur keras bukan springbed. kurang puas. harga dan fasilitas tdk sebanding,air_panas_P1-neg,air_panas_P1,neg,Suite
air panas ga ada. kamar lembab kasur keras bukan springbed. kurang puas. harga dan fasilitas tdk sebanding,bau_P1-neg,bau_P1,neg,Suite
air panas ga ada. kamar lembab kasur keras bukan springbed. kurang puas. harga dan fasilitas tdk sebanding,linen_P1-neg,linen_P1,neg,Deluxe
Pelayanan kurang ramah..tdk ada air utk mandi..tempatnya pelosok susah di cari,service-neg,service,neg,Double
Lumayan.. wifi jelek n kmr gk dibersihin,wifi_P1-neg,wifi_P1,neg,Double
Lumayan.. wifi jelek n kmr gk dibersihin,service-neg,service,neg,Double
yang perlu diperbaiki bagian selimut msh kotor dan msh ada bercak darah. gak tau itu darah apa. dan air sowernya dingin enggak panas atau hangat. dan kalau bisa ditambah stok kontaknya agar hp atau kamera bisa di cas bersamaan. terimakasih,linen_P1-neg,linen_P1,neg,Twin
yang perlu diperbaiki bagian selimut msh kotor dan msh ada bercak darah. gak tau itu darah apa. dan air sowernya dingin enggak panas atau hangat. dan kalau bisa ditambah stok kontaknya agar hp atau kamera bisa di cas bersamaan. terimakasih,kebersihan-neg,kebersihan,neg,Suite
yang perlu diperbaiki bagian selimut msh kotor dan msh ada bercak darah. gak tau itu darah apa. dan air sowernya dingin enggak panas atau hangat. dan kalau bisa ditambah stok kontaknya agar hp atau kamera bisa di cas bersamaan. terimakasih,air_panas_P1-neg,air_panas_P1,neg,Suite
"wifi sangat buruk, saya hanya mendapatkan koneksi beberapa saat saja, dan koneksi wifi tidak lancar",wifi_P1-neg,wifi_P1,neg,Double
"lumayan, kurang nya air panas dan wifi blom ada",air_panas_P1-neg,air_panas_P1,neg,Twin
"lumayan, kurang nya air panas dan wifi blom ada",wifi_P1-neg,wifi_P1,neg,Suite
luas kamarnya tapi kurang bersih sepreinya,kebersihan-neg,kebersihan,neg,Deluxe
luas kamarnya tapi kurang bersih sepreinya,linen_P1-neg,linen_P1,neg,Suite
kamar mandi kurang bersih,kebersihan-neg,kebersihan,neg,Suite
"pelayanannya oke, fasilitasnya kurang wifi aja",service-pos,service,pos,Single
"pelayanannya oke, fasilitasnya kurang wifi aja",wifi_P1-neg,wifi_P1,neg,Twin
Kondisi kamar yg kurang bersih dan sarapan pagi yg kurang variatif sarta penerangan saat malam yg kurang terang.,kebersihan-neg,kebersihan,neg,Suite
Kondisi kamar yg kurang bersih dan sarapan pagi yg kurang variatif sarta penerangan saat malam yg kurang terang.,sunrise_meal_P1-neg,sunrise_meal_P1,neg,Deluxe
"Banyak nyamuknya, airnya bau, kamarnya ga bersih, banyak ber cak2, hmm....",kebersihan-neg,kebersihan,neg,Superior
"kamar mandi bau banget,lampu mati,petugas nya gk ramah main gedor pintu tanpa ketuk shower nya mati pet pet pet pokok nya gk banget untuk kmaaf memang ok lah dgn harga segitu",bau_P1-neg,bau_P1,neg,Twin
"kamar mandi bau banget,lampu mati,petugas nya gk ramah main gedor pintu tanpa ketuk shower nya mati pet pet pet pokok nya gk banget untuk kmaaf memang ok lah dgn harga segitu",service-neg,service,neg,Deluxe
"kamar luas pi handuk cuma 1,air showernya kecil,cape naik tangga ke lantai 4 dan tidak ada snack dr airyroom...😕",linen_P1-neg,linen_P1,neg,Single
"ga bangeeet. pelayanannya sangat tidak ramah, sehingga membuat tidak nyaman. gakan menginap disini lagi. ",service-neg,service,neg,Superior
sprei di kurang bersih.. lainnya okelah,linen_P1-neg,linen_P1,neg,Single
sprei di kurang bersih.. lainnya okelah,kebersihan-neg,kebersihan,neg,Deluxe
sprei di kurang bersih.. lainnya okelah,general-pos,general,pos,Double
"Oke sih . Tapi kasur nya kurang bersih,selimut nya kusam . ",linen_P1-neg,linen_P1,neg,Suite
"Oke sih . Tapi kasur nya kurang bersih,selimut nya kusam . ",kebersihan-neg,kebersihan,neg,Double
"Air mati, kamar bau, kamar mandi seperti tdk diurus sama sekali... ",bau_P1-neg,bau_P1,neg,Single
"There were some little cockroaches in the bed,. The hotel staff was unfriendly. When we told that the lamp was off, there was no response until we left the hotel. Disappointing experience to stay there. Unrecommended.",-ignored-,,ignored,Double
"Pelayanan ramah dan baik, tapi kondisi AC tidak dingin sehingga kamar terasa pengap. mungkin harus lebih diperhatikan maintenancenya. Selain itu, tidak adanya lift agak menyulitkan untuk tamu yang sudah tua serta membawa banyak barang ",service-pos,service,pos,Single
"Pelayanan ramah dan baik, tapi kondisi AC tidak dingin sehingga kamar terasa pengap. mungkin harus lebih diperhatikan maintenancenya. Selain itu, tidak adanya lift agak menyulitkan untuk tamu yang sudah tua serta membawa banyak barang ",ac_P1-neg,ac_P1,neg,Double
"Pelayanan ramah dan baik, tapi kondisi AC tidak dingin sehingga kamar terasa pengap. mungkin harus lebih diperhatikan maintenancenya. Selain itu, tidak adanya lift agak menyulitkan untuk tamu yang sudah tua serta membawa banyak barang ",bau_P1-neg,bau_P1,neg,Single
dijaga kebersihannya. tiap kamar di kasih sapu. kamar mandi kotor ada bekas rmbt jd nya mampet saluran airnya. semuanya bagus.,kebersihan-neg,kebersihan,neg,Deluxe
dijaga kebersihannya. tiap kamar di kasih sapu. kamar mandi kotor ada bekas rmbt jd nya mampet saluran airnya. semuanya bagus.,general-pos,general,pos,Suite
"fasilitas oke, tp pengelola bad attitude... sangat kecewa!!! tidak saya ulangi menginap disana.",service-neg,service,neg,Double
"bagus, kamar nya bersih. cocok lah sama harga nya, cuma tv nya banyak semut nya wkwk",kebersihan-pos,kebersihan,pos,Superior
"bagus, kamar nya bersih. cocok lah sama harga nya, cuma tv nya banyak semut nya wkwk",tv_P1-neg,tv_P1,neg,Deluxe
"saya berkesan kamar bersih, rapi seperti hotel bintang 3 namun kita tidak mendapatkan snack cuma air mineral saja",kebersihan-pos,kebersihan,pos,Twin
"saya berkesan kamar bersih, rapi seperti hotel bintang 3 namun kita tidak mendapatkan snack cuma air mineral saja",linen_P1-neg,linen_P1,neg,Suite
ac ny ga dingin,ac_P1-neg,ac_P1,neg,Twin
"sudah booking dari 3 hari sebelumnya. setelah dtg, diminta untuk pindah airy lain dikarenakan kamar penuh. setelah di konfirmasi alasannya, tdk ada pemberitahuan ke hotel klo ada booking via airy. tolong dong diperbaiki pelayanannya",service-neg,service,neg,Deluxe
"kamarnya bersih, dan konsep minimalis sayangnya AC kamar tidak berfungsi, jadi geraahh kaya di saunaa ",kebersihan-pos,kebersihan,pos,Single
"kamarnya bersih, dan konsep minimalis sayangnya AC kamar tidak berfungsi, jadi geraahh kaya di saunaa ",ac_P1-neg,ac_P1,neg,Suite
"kamar kotor, sepertinya gak pernah disapu. seprei dan handuk juga kotor gak pernah dicuci. AC tidak berfungsi dan akhirnya minta upgrade kamar.",kebersihan-neg,kebersihan,neg,Deluxe
"kamar kotor, sepertinya gak pernah disapu. seprei dan handuk juga kotor gak pernah dicuci. AC tidak berfungsi dan akhirnya minta upgrade kamar.",linen_P1-neg,linen_P1,neg,Superior
"kamar kotor, sepertinya gak pernah disapu. seprei dan handuk juga kotor gak pernah dicuci. AC tidak berfungsi dan akhirnya minta upgrade kamar.",ac_P1-neg,ac_P1,neg,Double
kamar baru dan bersih tapi krn dpt kamar di lantai 3 wifi nya ga sampai. sinyal susah apalagi mau onlen ga bisa sama sekali.,kebersihan-pos,kebersihan,pos,Twin
